BEGIN FCTP PROBLEM.    N104          
 N104           SOURCES=   10 , SINKS=   10 & MAX OPTOFV=UNKNOWN
ARCS
        1               16                3.      190.        0.      615.    -1.     1. F
        1               15                4.      109.        0.      615.    -1.     1. F
        1               11                3.       80.        0.      159.    -1.     1. F
        1               12                8.      191.        0.      403.    -1.     1. F
        1               19                5.      143.        0.      166.    -1.     1. F
        1               18                5.       53.        0.      410.    -1.     1. F
        1               17                6.      194.        0.      186.    -1.     1. F
        1               13                5.       73.        0.      615.    -1.     1. F
        1               14                6.      154.        0.      615.    -1.     1. F
        1               20                3.      139.        0.      615.    -1.     1. F
        2               14                3.      150.        0.      532.    -1.     1. F
        2               13                3.      139.        0.      532.    -1.     1. F
        2               12                6.      126.        0.      403.    -1.     1. F
        2               19                6.       55.        0.      166.    -1.     1. F
        2               18                6.      185.        0.      410.    -1.     1. F
        2               11                3.      110.        0.      159.    -1.     1. F
        2               17                6.       95.        0.      186.    -1.     1. F
        2               16                3.      148.        0.      532.    -1.     1. F
        2               15                3.      188.        0.      532.    -1.     1. F
        2               20                6.      145.        0.      532.    -1.     1. F
        3               17                5.      169.        0.      186.    -1.     1. F
        3               16                5.      150.        0.      630.    -1.     1. F
        3               14                6.      175.        0.      630.    -1.     1. F
        3               13                8.       58.        0.      630.    -1.     1. F
        3               19                6.       64.        0.      166.    -1.     1. F
        3               12                4.      152.        0.      403.    -1.     1. F
        3               18                4.       69.        0.      410.    -1.     1. F
        3               11                3.       90.        0.      159.    -1.     1. F
        3               15                8.      156.        0.      630.    -1.     1. F
        3               20                6.       56.        0.      630.    -1.     1. F
        4               15                7.      147.        0.     1457.    -1.     1. F
        4               13                5.       88.        0.      749.    -1.     1. F
        4               12                7.       96.        0.      403.    -1.     1. F
        4               19                6.       55.        0.      166.    -1.     1. F
        4               17                6.      114.        0.      186.    -1.     1. F
        4               14                8.      146.        0.     1457.    -1.     1. F
        4               16                7.       56.        0.     1368.    -1.     1. F
        4               18                6.      185.        0.      410.    -1.     1. F
        4               11                3.       90.        0.      159.    -1.     1. F
        4               20                4.      117.        0.     1457.    -1.     1. F
        5               14                4.      118.        0.     1582.    -1.     1. F
        5               20                5.      176.        0.     1582.    -1.     1. F
        5               13                8.       58.        0.      749.    -1.     1. F
        5               15                4.       82.        0.     1582.    -1.     1. F
        5               12                8.      111.        0.      403.    -1.     1. F
        5               16                3.      110.        0.     1368.    -1.     1. F
        5               18                6.      123.        0.      410.    -1.     1. F
        5               11                3.       70.        0.      159.    -1.     1. F
        5               17                4.       87.        0.      186.    -1.     1. F
        5               19                7.      175.        0.      166.    -1.     1. F
        6               14                4.      107.        0.      654.    -1.     1. F
        6               20                7.      137.        0.      654.    -1.     1. F
        6               17                5.       53.        0.      186.    -1.     1. F
        6               18                4.       69.        0.      410.    -1.     1. F
        6               11                6.       95.        0.      159.    -1.     1. F
        6               13                8.      128.        0.      654.    -1.     1. F
        6               15                5.      116.        0.      654.    -1.     1. F
        6               16                3.      118.        0.      654.    -1.     1. F
        6               12                4.       78.        0.      403.    -1.     1. F
        6               19                8.       86.        0.      166.    -1.     1. F
        7               16                6.      164.        0.     1368.    -1.     1. F
        7               15                8.      146.        0.     1749.    -1.     1. F
        7               14                4.      132.        0.     1749.    -1.     1. F
        7               17                3.      119.        0.      186.    -1.     1. F
        7               12                7.      153.        0.      403.    -1.     1. F
        7               18                5.       54.        0.      410.    -1.     1. F
        7               11                4.      152.        0.      159.    -1.     1. F
        7               13                8.      128.        0.      749.    -1.     1. F
        7               19                7.      193.        0.      166.    -1.     1. F
        7               20                5.       53.        0.     1749.    -1.     1. F
        8               20                3.       59.        0.      699.    -1.     1. F
        8               18                7.      122.        0.      410.    -1.     1. F
        8               11                3.      189.        0.      159.    -1.     1. F
        8               14                7.      127.        0.      699.    -1.     1. F
        8               12                8.      112.        0.      403.    -1.     1. F
        8               17                4.      109.        0.      186.    -1.     1. F
        8               16                5.      151.        0.      699.    -1.     1. F
        8               13                3.      119.        0.      699.    -1.     1. F
        8               15                7.      122.        0.      699.    -1.     1. F
        8               19                7.      144.        0.      166.    -1.     1. F
        9               20                4.      198.        0.     1082.    -1.     1. F
        9               14                4.      140.        0.     1082.    -1.     1. F
        9               17                6.      115.        0.      186.    -1.     1. F
        9               12                7.      144.        0.      403.    -1.     1. F
        9               18                6.      104.        0.      410.    -1.     1. F
        9               15                6.       74.        0.     1082.    -1.     1. F
        9               16                7.      182.        0.     1082.    -1.     1. F
        9               11                5.      141.        0.      159.    -1.     1. F
        9               13                8.      103.        0.      749.    -1.     1. F
        9               19                7.      184.        0.      166.    -1.     1. F
       10               16                8.      140.        0.     1000.    -1.     1. F
       10               15                5.      132.        0.     1000.    -1.     1. F
       10               11                6.       64.        0.      159.    -1.     1. F
       10               12                7.      184.        0.      403.    -1.     1. F
       10               19                7.       74.        0.      166.    -1.     1. F
       10               13                8.      138.        0.      749.    -1.     1. F
       10               14                5.      167.        0.     1000.    -1.     1. F
       10               18                5.      161.        0.      410.    -1.     1. F
       10               17                3.      148.        0.      186.    -1.     1. F
       10               20                7.      127.        0.     1000.    -1.     1. F
S
        1               615.
        2               532.
        3               630.
        4              1457.
        5              1582.
        6               654.
        7              1749.
        8               699.
        9              1082.
       10              1000.
D
       11               159.
       12               403.
       13               749.
       14              2035.
       15              2441.
       16              1368.
       17               186.
       18               410.
       19               166.
       20              2083.
END
